product_id,category,week,price,discount_pct,units_sold
P001,Electronics,53,103.05,0.0,39
P001,Electronics,54,77.29,0.25,77
P001,Electronics,55,103.05,0.0,48
P001,Electronics,56,103.05,0.0,36
P001,Electronics,57,82.44,0.2,59
P001,Electronics,58,103.05,0.0,40
P001,Electronics,59,97.9,0.05,50
P001,Electronics,60,103.05,0.0,40
P001,Electronics,61,103.05,0.0,31
P001,Electronics,62,103.05,0.0,47
P001,Electronics,63,103.05,0.0,40
P001,Electronics,64,103.05,0.0,38
P001,Electronics,65,103.05,0.0,36
P001,Electronics,66,103.05,0.0,39
P001,Electronics,67,77.29,0.25,76
P001,Electronics,68,103.05,0.0,43
P001,Electronics,69,77.29,0.25,105
P001,Electronics,70,103.05,0.0,42
P001,Electronics,71,103.05,0.0,41
P001,Electronics,72,103.05,0.0,42
P001,Electronics,73,77.29,0.25,99
P001,Electronics,74,103.05,0.0,39
P001,Electronics,75,103.05,0.0,37
P001,Electronics,76,103.05,0.0,41
P001,Electronics,77,103.05,0.0,37
P001,Electronics,78,103.05,0.0,39
P002,Electronics,1,130.42,0.0,34
P002,Electronics,2,97.81,0.25,54
P002,Electronics,3,130.42,0.0,28
P002,Electronics,4,110.86,0.15,44
P002,Electronics,5,110.86,0.15,54
P002,Electronics,6,130.42,0.0,24
P002,Electronics,7,97.81,0.25,64
P002,Electronics,8,130.42,0.0,25
P002,Electronics,9,130.42,0.0,37
P002,Electronics,10,130.42,0.0,30
P002,Electronics,11,130.42,0.0,32
P002,Electronics,12,123.9,0.05,34
P002,Electronics,13,130.42,0.0,32
P002,Electronics,14,110.86,0.15,53
P002,Electronics,15,91.29,0.3,93
P002,Electronics,16,130.42,0.0,27
P002,Electronics,17,130.42,0.0,35
P002,Electronics,18,130.42,0.0,31
P002,Electronics,19,110.86,0.15,48
P002,Electronics,20,130.42,0.0,25
P002,Electronics,21,130.42,0.0,26
P002,Electronics,22,123.9,0.05,32
P002,Electronics,23,130.42,0.0,27
P002,Electronics,24,110.86,0.15,41
P002,Electronics,25,130.42,0.0,28
P002,Electronics,26,130.42,0.0,28
P002,Electronics,27,130.42,0.0,28
P002,Electronics,28,130.42,0.0,20
P002,Electronics,29,117.38,0.1,32
P002,Electronics,30,130.42,0.0,22
P002,Electronics,31,130.42,0.0,30
P002,Electronics,32,130.42,0.0,23
P002,Electronics,33,117.38,0.1,40
P002,Electronics,34,130.42,0.0,23
P002,Electronics,35,91.29,0.3,79
P002,Electronics,36,130.42,0.0,21
P002,Electronics,37,130.42,0.0,22
P002,Electronics,38,91.29,0.3,58
P002,Electronics,39,123.9,0.05,28
P002,Electronics,40,130.42,0.0,21
P002,Electronics,41,130.42,0.0,21
P002,Electronics,42,123.9,0.05,32
P002,Electronics,43,130.42,0.0,21
P002,Electronics,44,110.86,0.15,39
P002,Electronics,45,130.42,0.0,19
P002,Electronics,46,130.42,0.0,23
P002,Electronics,47,130.42,0.0,30
P002,Electronics,48,130.42,0.0,25
P002,Electronics,49,130.42,0.0,25
P002,Electronics,50,130.42,0.0,25
P002,Electronics,51,130.42,0.0,26
P002,Electronics,52,130.42,0.0,23
P002,Electronics,53,97.81,0.25,61
P002,Electronics,54,130.42,0.0,27
P002,Electronics,55,130.42,0.0,29
P002,Electronics,56,130.42,0.0,23
P002,Electronics,57,130.42,0.0,29
P002,Electronics,58,130.42,0.0,32
P002,Electronics,59,130.42,0.0,25
P002,Electronics,60,110.86,0.15,41
P002,Electronics,61,130.42,0.0,28
P002,Electronics,62,130.42,0.0,27
P002,Electronics,63,130.42,0.0,32
P002,Electronics,64,130.42,0.0,36
P002,Electronics,65,130.42,0.0,33
P002,Electronics,66,130.42,0.0,35
P002,Electronics,67,130.42,0.0,29
P002,Electronics,68,130.42,0.0,33
P002,Electronics,69,130.42,0.0,28
P002,Electronics,70,130.42,0.0,33
P002,Electronics,71,130.42,0.0,32
P002,Electronics,72,130.42,0.0,22
P002,Electronics,73,130.42,0.0,28
P002,Electronics,74,130.42,0.0,34
P002,Electronics,75,117.38,0.1,37
P002,Electronics,76,123.9,0.05,30
P002,Electronics,77,104.34,0.2,44
P002,Electronics,78,130.42,0.0,23
P003,Electronics,1,103.25,0.0,47
P003,Electronics,2,103.25,0.0,52
P003,Electronics,3,103.25,0.0,64
P003,Electronics,4,103.25,0.0,68
P003,Electronics,5,103.25,0.0,69
P003,Electronics,6,72.27,0.3,170
P003,Electronics,7,103.25,0.0,67
P003,Electronics,8,103.25,0.0,64
P003,Electronics,9,103.25,0.0,66
P003,Electronics,10,103.25,0.0,53
P003,Electronics,11,103.25,0.0,81
P003,Electronics,12,103.25,0.0,59
P003,Electronics,13,103.25,0.0,51
P003,Electronics,14,103.25,0.0,64
P003,Electronics,15,103.25,0.0,64
P003,Electronics,16,103.25,0.0,56
P003,Electronics,17,72.27,0.3,199
P003,Electronics,18,103.25,0.0,78
P003,Electronics,19,82.6,0.2,143
P003,Electronics,20,103.25,0.0,65
P003,Electronics,21,103.25,0.0,57
P003,Electronics,22,72.27,0.3,192
P003,Electronics,23,92.92,0.1,94
P003,Electronics,24,103.25,0.0,61
P003,Electronics,25,103.25,0.0,59
P003,Electronics,26,103.25,0.0,64
P003,Electronics,27,103.25,0.0,51
P003,Electronics,28,103.25,0.0,44
P003,Electronics,29,103.25,0.0,60
P003,Electronics,30,103.25,0.0,53
P003,Electronics,31,103.25,0.0,58
P003,Electronics,32,103.25,0.0,49
P003,Electronics,33,103.25,0.0,47
P003,Electronics,34,82.6,0.2,98
P003,Electronics,35,103.25,0.0,43
P003,Electronics,36,103.25,0.0,54
P003,Electronics,37,103.25,0.0,56
P003,Electronics,38,103.25,0.0,38
P003,Electronics,39,103.25,0.0,55
P003,Electronics,40,103.25,0.0,44
P003,Electronics,41,82.6,0.2,109
P003,Electronics,42,82.6,0.2,110
P003,Electronics,43,103.25,0.0,43
P003,Electronics,44,103.25,0.0,50
P003,Electronics,45,103.25,0.0,55
P003,Electronics,46,103.25,0.0,48
P003,Electronics,47,103.25,0.0,50
P003,Electronics,48,103.25,0.0,49
P003,Electronics,49,98.09,0.05,63
P003,Electronics,50,103.25,0.0,44
P003,Electronics,51,103.25,0.0,54
P003,Electronics,52,92.92,0.1,79
P003,Electronics,53,103.25,0.0,69
P003,Electronics,54,103.25,0.0,68
P003,Electronics,55,103.25,0.0,51
P003,Electronics,56,103.25,0.0,66
P003,Electronics,57,103.25,0.0,60
P003,Electronics,58,103.25,0.0,56
P003,Electronics,59,103.25,0.0,70
P003,Electronics,60,103.25,0.0,58
P003,Electronics,61,103.25,0.0,67
P003,Electronics,62,103.25,0.0,61
P003,Electronics,63,103.25,0.0,64
P003,Electronics,64,103.25,0.0,77
P003,Electronics,65,103.25,0.0,69
P003,Electronics,66,103.25,0.0,53
P003,Electronics,67,77.44,0.25,149
P003,Electronics,68,103.25,0.0,67
P003,Electronics,69,103.25,0.0,73
P003,Electronics,70,87.76,0.15,90
P003,Electronics,71,103.25,0.0,69
P003,Electronics,72,103.25,0.0,53
P003,Electronics,73,103.25,0.0,67
P003,Electronics,74,103.25,0.0,59
P003,Electronics,75,103.25,0.0,52
P003,Electronics,76,103.25,0.0,59
P003,Electronics,77,103.25,0.0,66
P003,Electronics,78,82.6,0.2,98
P004,Electronics,1,88.28,0.2,115
P004,Electronics,2,110.35,0.0,55
P004,Electronics,3,110.35,0.0,57
P004,Electronics,4,110.35,0.0,69
P004,Electronics,5,110.35,0.0,61
P004,Electronics,6,110.35,0.0,74
P004,Electronics,7,110.35,0.0,59
P004,Electronics,8,88.28,0.2,150
P004,Electronics,9,110.35,0.0,66
P004,Electronics,10,110.35,0.0,55
P004,Electronics,11,110.35,0.0,68
P004,Electronics,12,77.24,0.3,245
P004,Electronics,13,77.24,0.3,230
P004,Electronics,14,110.35,0.0,63
P004,Electronics,15,110.35,0.0,67
P004,Electronics,16,110.35,0.0,60
P004,Electronics,17,110.35,0.0,67
P004,Electronics,18,104.83,0.05,86
P004,Electronics,19,110.35,0.0,78
P004,Electronics,20,77.24,0.3,236
P004,Electronics,21,110.35,0.0,61
P004,Electronics,22,110.35,0.0,46
P004,Electronics,23,110.35,0.0,66
P004,Electronics,24,99.31,0.1,96
P004,Electronics,25,110.35,0.0,59
P004,Electronics,26,104.83,0.05,68
P004,Electronics,27,110.35,0.0,57
P004,Electronics,28,110.35,0.0,54
P004,Electronics,29,110.35,0.0,63
P004,Electronics,30,110.35,0.0,49
P004,Electronics,31,110.35,0.0,55
P004,Electronics,32,110.35,0.0,55
P004,Electronics,33,110.35,0.0,56
P004,Electronics,34,77.24,0.3,179
P004,Electronics,35,110.35,0.0,58
P004,Electronics,36,110.35,0.0,61
P004,Electronics,37,99.31,0.1,87
P004,Electronics,38,110.35,0.0,58
P004,Electronics,39,110.35,0.0,51
P004,Electronics,40,110.35,0.0,58
P004,Electronics,41,110.35,0.0,63
P004,Electronics,42,110.35,0.0,38
P004,Electronics,43,110.35,0.0,43
P004,Electronics,44,110.35,0.0,45
P004,Electronics,45,99.31,0.1,76
P004,Electronics,46,82.76,0.25,161
P004,Electronics,47,104.83,0.05,55
P004,Electronics,48,110.35,0.0,59
P004,Electronics,49,93.8,0.15,95
P004,Electronics,50,110.35,0.0,46
P004,Electronics,51,110.35,0.0,68
P004,Electronics,52,110.35,0.0,52
P004,Electronics,53,110.35,0.0,65
P004,Electronics,54,110.35,0.0,56
P004,Electronics,55,110.35,0.0,73
P004,Electronics,56,99.31,0.1,81
P004,Electronics,57,110.35,0.0,52
P004,Electronics,58,110.35,0.0,56
P004,Electronics,59,110.35,0.0,58
P004,Electronics,60,110.35,0.0,66
P004,Electronics,61,110.35,0.0,58
P004,Electronics,62,110.35,0.0,64
P004,Electronics,63,110.35,0.0,66
P004,Electronics,64,99.31,0.1,85
P004,Electronics,65,110.35,0.0,73
P004,Electronics,66,110.35,0.0,59
P004,Electronics,67,110.35,0.0,65
P004,Electronics,68,99.31,0.1,92
P004,Electronics,69,110.35,0.0,57
P004,Electronics,70,82.76,0.25,158
P004,Electronics,71,110.35,0.0,74
P004,Electronics,72,110.35,0.0,49
P004,Electronics,73,110.35,0.0,63
P004,Electronics,74,88.28,0.2,154
P004,Electronics,75,110.35,0.0,58
P004,Electronics,76,110.35,0.0,81
P004,Electronics,77,110.35,0.0,55
P004,Electronics,78,110.35,0.0,61
P005,Electronics,1,126.75,0.0,18
P005,Electronics,2,126.75,0.0,23
P005,Electronics,3,126.75,0.0,19
P005,Electronics,4,107.74,0.15,37
P005,Electronics,5,126.75,0.0,19
P005,Electronics,6,107.74,0.15,40
P005,Electronics,7,126.75,0.0,25
P005,Electronics,8,126.75,0.0,22
P005,Electronics,9,88.72,0.3,76
P005,Electronics,10,95.06,0.25,61
P005,Electronics,11,101.4,0.2,71
P005,Electronics,12,126.75,0.0,29
P005,Electronics,13,126.75,0.0,28
P005,Electronics,14,126.75,0.0,28
P005,Electronics,15,126.75,0.0,22
P005,Electronics,16,126.75,0.0,24
P005,Electronics,17,126.75,0.0,24
P005,Electronics,18,126.75,0.0,27
P005,Electronics,19,126.75,0.0,18
P005,Electronics,20,126.75,0.0,23
P005,Electronics,21,126.75,0.0,23
P005,Electronics,22,126.75,0.0,20
P005,Electronics,23,126.75,0.0,23
P005,Electronics,24,126.75,0.0,20
P005,Electronics,25,126.75,0.0,24
P005,Electronics,26,95.06,0.25,58
P005,Electronics,27,126.75,0.0,18
P005,Electronics,28,126.75,0.0,24
P005,Electronics,29,126.75,0.0,25
P005,Electronics,30,101.4,0.2,33
P005,Electronics,31,101.4,0.2,51
P005,Electronics,32,126.75,0.0,20
P005,Electronics,33,126.75,0.0,16
P005,Electronics,34,126.75,0.0,21
P005,Electronics,35,126.75,0.0,17
P005,Electronics,36,126.75,0.0,18
P005,Electronics,37,126.75,0.0,21
P005,Electronics,38,126.75,0.0,15
P005,Electronics,39,126.75,0.0,15
P005,Electronics,40,126.75,0.0,19
P005,Electronics,41,126.75,0.0,19
P005,Electronics,42,126.75,0.0,20
P005,Electronics,43,126.75,0.0,17
P005,Electronics,44,126.75,0.0,15
P005,Electronics,45,126.75,0.0,19
P005,Electronics,46,126.75,0.0,17
P005,Electronics,47,126.75,0.0,19
P005,Electronics,48,120.41,0.05,18
P005,Electronics,49,88.72,0.3,97
P005,Electronics,50,126.75,0.0,16
P005,Electronics,51,126.75,0.0,23
P005,Electronics,52,126.75,0.0,22
P005,Electronics,53,126.75,0.0,19
P005,Electronics,54,120.41,0.05,20
P005,Electronics,55,126.75,0.0,20
P005,Electronics,56,126.75,0.0,23
P005,Electronics,57,126.75,0.0,22
P005,Electronics,58,101.4,0.2,46
P005,Electronics,59,126.75,0.0,23
P005,Electronics,60,101.4,0.2,66
P005,Electronics,61,126.75,0.0,19
P005,Electronics,62,126.75,0.0,24
P005,Electronics,63,126.75,0.0,23
P005,Electronics,64,107.74,0.15,49
P005,Electronics,65,126.75,0.0,22
P005,Electronics,66,126.75,0.0,32
P005,Electronics,67,126.75,0.0,20
P005,Electronics,68,126.75,0.0,37
P005,Electronics,69,101.4,0.2,45
P005,Electronics,70,126.75,0.0,22
P005,Electronics,71,126.75,0.0,28
P005,Electronics,72,126.75,0.0,22
P005,Electronics,73,126.75,0.0,21
P005,Electronics,74,95.06,0.25,51
P005,Electronics,75,126.75,0.0,25
P005,Electronics,76,126.75,0.0,17
P005,Electronics,77,107.74,0.15,38
P005,Electronics,78,126.75,0.0,22
P006,Grocery,1,7.11,0.0,132
P006,Grocery,2,6.75,0.05,112
P006,Grocery,3,7.11,0.0,126
P006,Grocery,4,7.11,0.0,126
P006,Grocery,5,7.11,0.0,138
P006,Grocery,6,7.11,0.0,134
P006,Grocery,7,7.11,0.0,148
P006,Grocery,8,7.11,0.0,154
P006,Grocery,9,7.11,0.0,113
P006,Grocery,10,7.11,0.0,141
P006,Grocery,11,7.11,0.0,159
P006,Grocery,12,7.11,0.0,133
P006,Grocery,13,7.11,0.0,146
P006,Grocery,14,7.11,0.0,159
P006,Grocery,15,6.4,0.1,177
P006,Grocery,16,7.11,0.0,129
P006,Grocery,17,7.11,0.0,155
P006,Grocery,18,7.11,0.0,133
P006,Grocery,19,5.33,0.25,177
P006,Grocery,20,7.11,0.0,157
P006,Grocery,21,7.11,0.0,126
P006,Grocery,22,7.11,0.0,159
P006,Grocery,23,7.11,0.0,118
P006,Grocery,24,7.11,0.0,141
P006,Grocery,25,7.11,0.0,118
P006,Grocery,26,7.11,0.0,118
P006,Grocery,27,7.11,0.0,123
P006,Grocery,28,6.75,0.05,110
P006,Grocery,29,7.11,0.0,119
P006,Grocery,30,5.33,0.25,156
P006,Grocery,31,5.69,0.2,107
P006,Grocery,32,7.11,0.0,147
P006,Grocery,33,7.11,0.0,100
P006,Grocery,34,7.11,0.0,105
P006,Grocery,35,7.11,0.0,125
P006,Grocery,36,7.11,0.0,98
P006,Grocery,37,7.11,0.0,109
P006,Grocery,38,7.11,0.0,104
P006,Grocery,39,6.04,0.15,137
P006,Grocery,40,7.11,0.0,124
P006,Grocery,41,7.11,0.0,104
P006,Grocery,42,6.75,0.05,126
P006,Grocery,43,7.11,0.0,115
P006,Grocery,44,4.98,0.3,123
P006,Grocery,45,7.11,0.0,141
P006,Grocery,46,6.4,0.1,124
P006,Grocery,47,7.11,0.0,125
P006,Grocery,48,7.11,0.0,148
P006,Grocery,49,7.11,0.0,125
P006,Grocery,50,7.11,0.0,114
P006,Grocery,51,7.11,0.0,116
P006,Grocery,52,7.11,0.0,121
P006,Grocery,53,7.11,0.0,105
P006,Grocery,54,6.75,0.05,128
P006,Grocery,55,6.04,0.15,146
P006,Grocery,56,7.11,0.0,126
P006,Grocery,57,6.75,0.05,155
P006,Grocery,58,6.75,0.05,157
P006,Grocery,59,7.11,0.0,147
P006,Grocery,60,5.33,0.25,140
P006,Grocery,61,5.33,0.25,199
P006,Grocery,62,7.11,0.0,157
P006,Grocery,63,7.11,0.0,111
P006,Grocery,64,5.69,0.2,176
P006,Grocery,65,7.11,0.0,143
P006,Grocery,66,7.11,0.0,155
P006,Grocery,67,7.11,0.0,164
P006,Grocery,68,6.4,0.1,146
P006,Grocery,69,7.11,0.0,135
P006,Grocery,70,7.11,0.0,132
P006,Grocery,71,7.11,0.0,129
P006,Grocery,72,7.11,0.0,142
P006,Grocery,73,4.98,0.3,186
P006,Grocery,74,7.11,0.0,159
P006,Grocery,75,7.11,0.0,151
P006,Grocery,76,7.11,0.0,124
P006,Grocery,77,7.11,0.0,142
P006,Grocery,78,7.11,0.0,119
P007,Grocery,1,6.29,0.0,107
P007,Grocery,2,6.29,0.0,123
P007,Grocery,3,6.29,0.0,109
P007,Grocery,4,5.03,0.2,127
P007,Grocery,5,4.4,0.3,127
P007,Grocery,6,4.72,0.25,138
P007,Grocery,7,6.29,0.0,115
P007,Grocery,8,6.29,0.0,111
P007,Grocery,9,6.29,0.0,99
P007,Grocery,10,5.35,0.15,151
P007,Grocery,11,6.29,0.0,116
P007,Grocery,12,4.4,0.3,163
P007,Grocery,13,6.29,0.0,137
P007,Grocery,14,6.29,0.0,118
P007,Grocery,15,5.35,0.15,112
P007,Grocery,16,6.29,0.0,116
P007,Grocery,17,6.29,0.0,137
P007,Grocery,18,6.29,0.0,109
P007,Grocery,19,4.4,0.3,147
P007,Grocery,20,4.4,0.3,128
P007,Grocery,21,6.29,0.0,135
P007,Grocery,22,5.66,0.1,118
P007,Grocery,23,6.29,0.0,113
P007,Grocery,24,6.29,0.0,122
P007,Grocery,25,4.4,0.3,115
P007,Grocery,26,6.29,0.0,110
P007,Grocery,27,5.35,0.15,112
P007,Grocery,28,6.29,0.0,89
P007,Grocery,29,5.98,0.05,122
P007,Grocery,30,5.98,0.05,126
P007,Grocery,31,6.29,0.0,96
P007,Grocery,32,6.29,0.0,91
P007,Grocery,33,6.29,0.0,101
P007,Grocery,34,6.29,0.0,93
P007,Grocery,35,6.29,0.0,92
P007,Grocery,36,6.29,0.0,86
P007,Grocery,37,5.03,0.2,108
P007,Grocery,38,5.66,0.1,99
P007,Grocery,39,6.29,0.0,96
P007,Grocery,40,5.03,0.2,93
P007,Grocery,41,6.29,0.0,101
P007,Grocery,42,6.29,0.0,107
P007,Grocery,43,6.29,0.0,108
P007,Grocery,44,4.4,0.3,90
P007,Grocery,45,5.98,0.05,95
P007,Grocery,46,6.29,0.0,100
P007,Grocery,47,6.29,0.0,87
P007,Grocery,48,6.29,0.0,112
P007,Grocery,49,6.29,0.0,111
P007,Grocery,50,6.29,0.0,104
P007,Grocery,51,6.29,0.0,103
P007,Grocery,52,6.29,0.0,98
P007,Grocery,53,5.03,0.2,105
P007,Grocery,54,6.29,0.0,105
P007,Grocery,55,6.29,0.0,109
P007,Grocery,56,4.72,0.25,140
P007,Grocery,57,6.29,0.0,110
P007,Grocery,58,6.29,0.0,119
P007,Grocery,59,6.29,0.0,145
P007,Grocery,60,5.98,0.05,121
P007,Grocery,61,5.66,0.1,134
P007,Grocery,62,6.29,0.0,135
P007,Grocery,63,4.4,0.3,117
P007,Grocery,64,6.29,0.0,129
P007,Grocery,65,6.29,0.0,148
P007,Grocery,66,6.29,0.0,120
P007,Grocery,67,6.29,0.0,144
P007,Grocery,68,5.98,0.05,115
P007,Grocery,69,6.29,0.0,110
P007,Grocery,70,6.29,0.0,108
P007,Grocery,71,6.29,0.0,141
P007,Grocery,72,5.35,0.15,139
P007,Grocery,73,6.29,0.0,152
P007,Grocery,74,6.29,0.0,135
P007,Grocery,75,6.29,0.0,104
P007,Grocery,76,6.29,0.0,116
P007,Grocery,77,6.29,0.0,128
P007,Grocery,78,6.29,0.0,104
P008,Grocery,1,6.9,0.0,295
P008,Grocery,2,6.55,0.05,368
P008,Grocery,3,6.9,0.0,354
P008,Grocery,4,6.9,0.0,267
P008,Grocery,5,4.83,0.3,397
P008,Grocery,6,6.9,0.0,370
P008,Grocery,7,6.9,0.0,323
P008,Grocery,8,6.9,0.0,347
P008,Grocery,9,6.9,0.0,324
P008,Grocery,10,6.9,0.0,380
P008,Grocery,11,6.9,0.0,351
P008,Grocery,12,4.83,0.3,396
P008,Grocery,13,6.9,0.0,363
P008,Grocery,14,6.9,0.0,460
P008,Grocery,15,6.9,0.0,375
P008,Grocery,16,6.9,0.0,378
P008,Grocery,17,6.9,0.0,338
P008,Grocery,18,6.9,0.0,421
P008,Grocery,19,4.83,0.3,442
P008,Grocery,20,6.9,0.0,337
P008,Grocery,21,6.9,0.0,371
P008,Grocery,22,6.9,0.0,290
P008,Grocery,23,6.9,0.0,317
P008,Grocery,24,6.9,0.0,289
P008,Grocery,25,6.9,0.0,302
P008,Grocery,26,6.21,0.1,361
P008,Grocery,27,6.9,0.0,316
P008,Grocery,28,6.9,0.0,285
P008,Grocery,29,5.87,0.15,330
P008,Grocery,30,6.9,0.0,284
P008,Grocery,31,6.9,0.0,300
P008,Grocery,32,6.9,0.0,282
P008,Grocery,33,6.9,0.0,307
P008,Grocery,34,4.83,0.3,345
P008,Grocery,35,6.9,0.0,284
P008,Grocery,36,6.9,0.0,257
P008,Grocery,37,6.9,0.0,262
P008,Grocery,38,6.9,0.0,250
P008,Grocery,39,6.9,0.0,270
P008,Grocery,40,6.9,0.0,237
P008,Grocery,41,6.9,0.0,284
P008,Grocery,42,6.9,0.0,239
P008,Grocery,43,6.9,0.0,378
P008,Grocery,44,6.9,0.0,245
P008,Grocery,45,6.9,0.0,249
P008,Grocery,46,6.9,0.0,309
P008,Grocery,47,6.9,0.0,290
P008,Grocery,48,6.9,0.0,271
P008,Grocery,49,6.9,0.0,326
P008,Grocery,50,5.18,0.25,295
P008,Grocery,51,6.9,0.0,289
P008,Grocery,52,6.9,0.0,376
P008,Grocery,53,6.9,0.0,339
P008,Grocery,54,6.9,0.0,354
P008,Grocery,55,5.52,0.2,432
P008,Grocery,56,6.9,0.0,275
P008,Grocery,57,6.9,0.0,309
P008,Grocery,58,6.21,0.1,385
P008,Grocery,59,6.55,0.05,387
P008,Grocery,60,6.9,0.0,303
P008,Grocery,61,5.87,0.15,422
P008,Grocery,62,6.9,0.0,335
P008,Grocery,63,6.9,0.0,307
P008,Grocery,64,6.9,0.0,374
P008,Grocery,65,6.21,0.1,408
P008,Grocery,66,6.9,0.0,320
P008,Grocery,67,6.9,0.0,392
P008,Grocery,68,6.9,0.0,386
P008,Grocery,69,5.52,0.2,350
P008,Grocery,70,5.52,0.2,340
P008,Grocery,71,6.9,0.0,410
P008,Grocery,72,6.21,0.1,369
P008,Grocery,73,6.9,0.0,387
P008,Grocery,74,6.9,0.0,342
P008,Grocery,75,4.83,0.3,503
P008,Grocery,76,5.18,0.25,431
P008,Grocery,77,6.9,0.0,336
P008,Grocery,78,5.52,0.2,300
P009,Grocery,1,6.19,0.2,310
P009,Grocery,2,7.35,0.05,264
P009,Grocery,3,7.74,0.0,261
P009,Grocery,4,7.74,0.0,229
P009,Grocery,5,7.74,0.0,270
P009,Grocery,6,7.74,0.0,288
P009,Grocery,7,7.74,0.0,312
P009,Grocery,8,7.74,0.0,346
P009,Grocery,9,7.74,0.0,250
P009,Grocery,10,6.19,0.2,275
P009,Grocery,11,6.97,0.1,334
P009,Grocery,12,6.58,0.15,326
P009,Grocery,13,7.74,0.0,346
P009,Grocery,14,7.74,0.0,295
P009,Grocery,15,7.74,0.0,310
P009,Grocery,16,7.74,0.0,330
P009,Grocery,17,7.74,0.0,286
P009,Grocery,18,7.74,0.0,309
P009,Grocery,19,7.74,0.0,287
P009,Grocery,20,7.74,0.0,223
P009,Grocery,21,7.74,0.0,246
P009,Grocery,22,7.74,0.0,280
P009,Grocery,23,7.74,0.0,293
P009,Grocery,24,5.8,0.25,256
P009,Grocery,25,7.74,0.0,278
P009,Grocery,26,6.58,0.15,307
P009,Grocery,27,7.74,0.0,243
P009,Grocery,28,7.74,0.0,294
P009,Grocery,29,7.74,0.0,242
P009,Grocery,30,7.74,0.0,250
P009,Grocery,31,7.74,0.0,264
P009,Grocery,32,7.74,0.0,235
P009,Grocery,33,7.74,0.0,271
P009,Grocery,34,7.74,0.0,248
P009,Grocery,35,7.74,0.0,200
P009,Grocery,36,5.8,0.25,195
P009,Grocery,37,7.74,0.0,211
P009,Grocery,38,5.42,0.3,266
P009,Grocery,39,7.74,0.0,197
P009,Grocery,40,7.74,0.0,245
P009,Grocery,41,7.74,0.0,247
P009,Grocery,42,7.74,0.0,214
P009,Grocery,43,7.74,0.0,198
P009,Grocery,44,7.74,0.0,220
P009,Grocery,45,7.35,0.05,250
P009,Grocery,46,7.74,0.0,232
P009,Grocery,47,7.74,0.0,271
P009,Grocery,48,7.74,0.0,271
P009,Grocery,49,5.8,0.25,256
P009,Grocery,50,7.74,0.0,316
P009,Grocery,51,7.35,0.05,198
P009,Grocery,52,7.74,0.0,272
P009,Grocery,53,5.42,0.3,424
P009,Grocery,54,7.74,0.0,243
P009,Grocery,55,7.74,0.0,242
P009,Grocery,56,7.74,0.0,262
P009,Grocery,57,5.42,0.3,375
P009,Grocery,58,7.74,0.0,259
P009,Grocery,59,7.74,0.0,300
P009,Grocery,60,6.19,0.2,335
P009,Grocery,61,5.8,0.25,292
P009,Grocery,62,7.74,0.0,276
P009,Grocery,63,7.35,0.05,337
P009,Grocery,64,7.74,0.0,312
P009,Grocery,65,7.74,0.0,268
P009,Grocery,66,7.74,0.0,318
P009,Grocery,67,6.58,0.15,295
P009,Grocery,68,7.74,0.0,268
P009,Grocery,69,7.74,0.0,343
P009,Grocery,70,7.74,0.0,254
P009,Grocery,71,6.97,0.1,239
P009,Grocery,72,7.35,0.05,327
P009,Grocery,73,7.74,0.0,277
